order_id,customer_id,order_date,sales_channel,payment_method
ORD-01903,CUST-0423,2024-01-30,In-Store,PayPal
ORD-01904,CUST-0255,2024-10-10,Online,Credit Card
ORD-01905,CUST-0330,2025-02-14,Marketplace,PayPal
ORD-01906,CUST-0552,2024-08-21,Online,Credit Card
ORD-01907,CUST-0371,2024-06-12,Phone Order,Credit Card
ORD-01908,CUST-0574,2024-10-30,Marketplace,Debit Card
ORD-01909,CUST-0415,2024-09-26,Online,Credit Card
ORD-01910,CUST-0301,2025-09-20,In-Store,Credit Card
ORD-01911,CUST-0222,2024-05-28,Online,Credit Card
ORD-01912,CUST-0570,2025-07-18,Phone Order,Credit Card
ORD-01913,CUST-0397,2024-09-24,In-Store,Gift Card
ORD-01914,CUST-0330,2025-12-20,Online,Debit Card
ORD-01915,CUST-0488,2025-07-02,Online,PayPal
ORD-01916,CUST-0477,2024-10-02,In-Store,Credit Card
ORD-01917,CUST-0573,2025-10-27,Online,Credit Card
ORD-01918,CUST-0613,2025-05-17,Online,PayPal
ORD-01919,CUST-0552,2025-12-14,In-Store,Credit Card
ORD-01920,CUST-0323,2024-01-07,Phone Order,Credit Card
ORD-01921,CUST-0616,2024-07-02,Marketplace,Credit Card
ORD-01922,CUST-0188,2024-04-08,Online,Credit Card
ORD-01923,CUST-0084,2024-12-13,Online,Credit Card
ORD-01924,CUST-0061,2025-11-30,Online,Credit Card
ORD-01925,CUST-0187,2025-07-02,Online,Credit Card
ORD-01926,CUST-0456,2024-02-01,In-Store,Cash
ORD-01927,CUST-0103,2025-05-24,Online,Credit Card
ORD-01928,CUST-0120,2025-11-15,In-Store,Credit Card
ORD-01929,CUST-0492,2025-11-06,In-Store,PayPal
ORD-01930,CUST-0540,2025-07-30,In-Store,Debit Card
ORD-01931,CUST-0437,2025-02-17,Online,Credit Card
ORD-01932,CUST-0399,2024-11-09,In-Store,PayPal
ORD-01933,CUST-0602,2025-08-07,In-Store,Debit Card
ORD-01934,CUST-0445,2025-06-04,In-Store,Credit Card
ORD-01935,CUST-0328,2024-03-15,In-Store,Debit Card
ORD-01936,CUST-0298,2024-01-05,Marketplace,Debit Card
ORD-01937,CUST-0585,2025-12-28,Marketplace,Debit Card
ORD-01938,CUST-0420,2025-12-07,Online,PayPal
ORD-01939,CUST-0405,2024-02-12,In-Store,Credit Card
ORD-01940,CUST-0188,2025-07-03,Online,Cash
ORD-01941,CUST-0292,2025-07-03,Online,Cash
ORD-01942,CUST-0207,2024-03-29,In-Store,Debit Card
ORD-01943,CUST-0235,2024-02-08,Marketplace,Credit Card
ORD-01944,CUST-0516,2024-07-12,Marketplace,PayPal
ORD-01945,CUST-0257,2024-06-28,Online,Credit Card
ORD-01946,CUST-0200,2024-12-09,In-Store,Credit Card
ORD-01947,CUST-0067,2025-02-23,In-Store,Credit Card
ORD-01948,CUST-0397,2025-08-03,Online,Credit Card
ORD-01949,CUST-0396,2024-10-16,In-Store,Credit Card
ORD-01950,CUST-0294,2025-10-14,In-Store,Gift Card
ORD-01951,CUST-0044,2025-04-15,Online,Cash
ORD-01952,CUST-0398,2025-04-19,Online,Credit Card
ORD-01953,CUST-0373,2025-04-19,In-Store,PayPal
ORD-01954,CUST-0308,2025-09-30,Online,Credit Card
ORD-01955,CUST-0025,2025-12-11,Online,Debit Card
ORD-01956,CUST-0412,2025-08-11,Marketplace,Credit Card
ORD-01957,CUST-0544,2025-10-05,Marketplace,Debit Card
ORD-01958,CUST-0155,2024-08-06,Online,Credit Card
ORD-01959,CUST-0311,2024-04-13,Marketplace,Credit Card
ORD-01960,CUST-0256,2024-04-26,In-Store,Credit Card
ORD-01961,CUST-0021,2025-08-23,In-Store,PayPal
ORD-01962,CUST-0139,2025-10-01,Online,Credit Card
ORD-01963,CUST-0329,2024-10-26,In-Store,Cash
ORD-01964,CUST-0605,2025-03-03,Phone Order,Credit Card
ORD-01965,CUST-0025,2025-05-16,Online,Credit Card
ORD-01966,CUST-0470,2025-11-06,Online,Debit Card
ORD-01967,CUST-0020,2024-11-05,Online,Cash
ORD-01968,CUST-0435,2025-02-20,In-Store,Credit Card
ORD-01969,CUST-0087,2025-11-13,Marketplace,Cash
ORD-01970,CUST-0090,2024-03-18,Online,Credit Card
ORD-01971,CUST-0109,2025-09-19,Online,PayPal
ORD-01972,CUST-0094,2024-01-04,Online,PayPal
ORD-01973,CUST-0543,2024-07-16,In-Store,Credit Card
ORD-01974,CUST-0148,2025-07-09,In-Store,Credit Card
ORD-01975,CUST-0330,2024-08-21,Online,Debit Card
ORD-01976,CUST-0247,2025-06-27,Online,Cash
ORD-01977,CUST-0082,2025-11-21,Marketplace,PayPal
ORD-01978,CUST-0371,2025-12-15,In-Store,Debit Card
ORD-01979,CUST-0367,2025-05-06,Online,Credit Card
ORD-01980,CUST-0477,2025-04-17,Online,PayPal
ORD-01981,CUST-0153,2025-02-13,Online,Credit Card
ORD-01982,CUST-0023,2025-05-24,Online,Credit Card
ORD-01983,CUST-0069,2024-11-27,In-Store,Debit Card
ORD-01984,CUST-0427,2025-05-17,Online,Credit Card
ORD-01985,CUST-0125,2025-09-05,Online,Credit Card
ORD-01986,CUST-0335,2025-12-05,Online,Cash
ORD-01987,CUST-0340,2025-12-16,Online,Credit Card
ORD-01988,CUST-0256,2025-05-15,In-Store,Cash
ORD-01989,CUST-0474,2025-09-09,Marketplace,Cash
ORD-01990,CUST-0253,2024-08-16,In-Store,Credit Card
ORD-01991,CUST-0193,2025-09-03,In-Store,Credit Card
ORD-01992,CUST-0290,2024-09-11,Marketplace,Credit Card
ORD-01993,CUST-0152,2025-04-02,In-Store,Debit Card
ORD-01994,CUST-0465,2024-10-18,Online,Credit Card
ORD-01995,CUST-0335,2025-09-19,Marketplace,Credit Card
ORD-01996,CUST-0136,2025-05-23,Online,Credit Card
ORD-01997,CUST-0095,2025-01-03,Phone Order,Credit Card
ORD-01998,CUST-0406,2025-12-12,Online,PayPal
ORD-01999,CUST-0231,2025-05-05,Online,Credit Card
ORD-02000,CUST-0328,2024-11-26,Online,Debit Card
ORD-02001,CUST-0070,2024-02-11,Online,Credit Card
ORD-02002,CUST-0596,2025-01-11,In-Store,PayPal
ORD-02003,CUST-0384,2025-06-07,Online,PayPal
ORD-02004,CUST-0525,2025-02-19,Online,Credit Card
ORD-02005,CUST-0306,2025-12-07,In-Store,Cash
ORD-02006,CUST-0013,2024-08-09,Marketplace,Cash
ORD-02007,CUST-0401,2025-09-08,Marketplace,Cash
ORD-02008,CUST-0110,2024-01-01,Marketplace,Debit Card
ORD-02009,CUST-0196,2025-03-09,In-Store,Credit Card
ORD-02010,CUST-0123,2024-11-05,Online,Credit Card
ORD-02011,CUST-0241,2025-04-11,Marketplace,Debit Card
ORD-02012,CUST-0067,2025-02-11,In-Store,Credit Card
ORD-02013,CUST-0065,2024-10-14,In-Store,PayPal
ORD-02014,CUST-0193,2024-08-28,In-Store,PayPal
ORD-02015,CUST-0377,2025-04-12,Marketplace,Debit Card
ORD-02016,CUST-0417,2024-06-27,In-Store,Credit Card
ORD-02017,CUST-0368,2025-10-22,Online,PayPal
ORD-02018,CUST-0164,2025-08-10,Online,PayPal
ORD-02019,CUST-0115,2025-05-28,In-Store,Debit Card
ORD-02020,CUST-0343,2025-05-15,Online,PayPal
ORD-02021,CUST-0109,2024-08-19,In-Store,Credit Card
ORD-02022,CUST-0314,2024-09-04,Marketplace,Credit Card
ORD-02023,CUST-0025,2024-01-17,Online,Credit Card
ORD-02024,CUST-0464,2024-05-01,Online,Credit Card
ORD-02025,CUST-0604,2025-05-04,In-Store,Debit Card
ORD-02026,CUST-0433,2025-12-06,In-Store,Cash
ORD-02027,CUST-0097,2025-04-10,Online,Credit Card
ORD-02028,CUST-0421,2024-04-07,Online,Credit Card
ORD-02029,CUST-0549,2025-10-31,In-Store,Credit Card
ORD-02030,CUST-0301,2024-06-15,Online,Debit Card
ORD-02031,CUST-0397,2025-10-31,Marketplace,PayPal
ORD-02032,CUST-0598,2025-05-20,Online,Credit Card
ORD-02033,CUST-0441,2024-01-22,In-Store,Cash
ORD-02034,CUST-0069,2024-03-07,Online,Cash
ORD-02035,CUST-0025,2024-06-14,Online,Credit Card
ORD-02036,CUST-0270,2025-05-04,Online,PayPal
ORD-02037,CUST-0208,2024-05-30,Online,PayPal
ORD-02038,CUST-0544,2024-01-10,Online,PayPal
ORD-02039,CUST-0220,2024-04-11,Online,Debit Card
ORD-02040,CUST-0070,2025-05-04,In-Store,Gift Card
ORD-02041,CUST-0269,2025-02-20,Online,Credit Card
ORD-02042,CUST-0131,2025-05-05,In-Store,PayPal
ORD-02043,CUST-0428,2024-03-08,In-Store,PayPal
ORD-02044,CUST-0549,2025-09-11,Online,Credit Card
ORD-02045,CUST-0094,2025-12-09,In-Store,Credit Card
ORD-02046,CUST-0526,2024-08-21,Online,Cash
ORD-02047,CUST-0143,2025-12-05,Online,PayPal
ORD-02048,CUST-0299,2025-10-15,Online,Debit Card
ORD-02049,CUST-0278,2025-08-04,Online,Credit Card
ORD-02050,CUST-0564,2025-02-06,Online,Credit Card
ORD-02051,CUST-0610,2024-04-20,In-Store,Credit Card
ORD-02052,CUST-0056,2024-02-12,Marketplace,Credit Card
ORD-02053,CUST-0581,2024-03-02,Online,Credit Card
ORD-02054,CUST-0274,2025-07-19,Online,Credit Card
ORD-02055,CUST-0393,2024-07-27,In-Store,Credit Card
ORD-02056,CUST-0277,2025-05-12,Online,Credit Card
ORD-02057,CUST-0004,2024-09-01,In-Store,Credit Card
ORD-02058,CUST-0394,2025-09-21,Marketplace,Credit Card
ORD-02059,CUST-0453,2025-09-13,Online,Credit Card
ORD-02060,CUST-0414,2024-07-31,Online,Credit Card
ORD-02061,CUST-0615,2025-04-25,Phone Order,PayPal
ORD-02062,CUST-0369,2025-01-25,Online,Credit Card
ORD-02063,CUST-0267,2025-05-05,Online,Credit Card
ORD-02064,CUST-0050,2024-08-22,Online,Cash
ORD-02065,CUST-0538,2024-09-18,Online,Credit Card
ORD-02066,CUST-0587,2025-11-01,Marketplace,Cash
ORD-02067,CUST-0079,2024-03-09,Marketplace,Credit Card
ORD-02068,CUST-0009,2024-11-29,Marketplace,PayPal
ORD-02069,CUST-0160,2024-05-15,Online,Debit Card
ORD-02070,CUST-0166,2025-10-17,In-Store,Credit Card
ORD-02071,CUST-0533,2024-12-28,Marketplace,Debit Card
ORD-02072,CUST-0615,2025-01-11,Marketplace,Credit Card
ORD-02073,CUST-0144,2025-10-26,Marketplace,Credit Card
ORD-02074,CUST-0499,2025-02-12,Online,Credit Card
ORD-02075,CUST-0359,2025-04-21,Marketplace,Cash
ORD-02076,CUST-0361,2024-12-05,Online,Cash
ORD-02077,CUST-0277,2024-03-02,Online,Credit Card
ORD-02078,CUST-0292,2025-01-11,Online,Debit Card
ORD-02079,CUST-0527,2024-02-07,In-Store,Debit Card
ORD-02080,CUST-0146,2024-07-20,Online,Credit Card
ORD-02081,CUST-0156,2025-03-13,In-Store,Credit Card
ORD-02082,CUST-0471,2024-12-16,In-Store,Gift Card
ORD-02083,CUST-0604,2025-06-16,In-Store,PayPal
ORD-02084,CUST-0415,2024-02-22,Phone Order,Credit Card
ORD-02085,CUST-0101,2025-12-15,In-Store,Credit Card
ORD-02086,CUST-0059,2025-03-22,Online,Credit Card
ORD-02087,CUST-0504,2025-02-09,In-Store,Credit Card
ORD-02088,CUST-0085,2024-01-09,Online,Credit Card
ORD-02089,CUST-0376,2025-11-26,In-Store,PayPal
ORD-02090,CUST-0597,2024-03-25,Phone Order,Debit Card
ORD-02091,CUST-0074,2025-09-19,Online,Credit Card
ORD-02092,CUST-0291,2024-02-02,Online,Credit Card
ORD-02093,CUST-0522,2024-11-09,Online,PayPal
ORD-02094,CUST-0247,2025-04-17,Online,Credit Card
ORD-02095,CUST-0460,2024-05-09,Online,Credit Card
ORD-02096,CUST-0602,2024-11-05,Phone Order,Credit Card
ORD-02097,CUST-0259,2025-02-02,Online,Debit Card
ORD-02098,CUST-0433,2025-11-05,Online,Cash
ORD-02099,CUST-0499,2024-12-08,Online,Cash
ORD-02100,CUST-0208,2024-07-03,Online,PayPal
ORD-02101,CUST-0514,2024-07-25,Online,Credit Card
ORD-02102,CUST-0202,2025-03-21,Marketplace,PayPal
ORD-02103,CUST-0468,2024-02-15,Online,Credit Card
ORD-02104,CUST-0586,2024-08-24,Marketplace,PayPal
ORD-02105,CUST-0040,2024-08-22,In-Store,Debit Card
ORD-02106,CUST-0003,2025-03-16,Online,Credit Card
ORD-02107,CUST-0314,2025-09-06,In-Store,Debit Card
ORD-02108,CUST-0399,2025-07-28,In-Store,Credit Card
ORD-02109,CUST-0102,2024-05-12,Phone Order,PayPal
ORD-02110,CUST-0437,2024-07-27,In-Store,Credit Card
ORD-02111,CUST-0246,2024-03-08,Marketplace,PayPal
ORD-02112,CUST-0365,2024-04-04,Online,Credit Card
ORD-02113,CUST-0089,2024-03-05,Online,Credit Card
ORD-02114,CUST-0349,2025-02-02,Marketplace,Credit Card
ORD-02115,CUST-0233,2025-11-03,Phone Order,PayPal
ORD-02116,CUST-0193,2024-01-04,In-Store,Credit Card
ORD-02117,CUST-0475,2024-03-28,Online,Credit Card
ORD-02118,CUST-0349,2024-05-02,In-Store,Credit Card
ORD-02119,CUST-0141,2025-12-13,Online,Credit Card
ORD-02120,CUST-0544,2025-01-07,Online,Credit Card
ORD-02121,CUST-0538,2025-09-09,In-Store,Credit Card
ORD-02122,CUST-0127,2024-07-06,In-Store,Debit Card
ORD-02123,CUST-0564,2025-07-08,Marketplace,Credit Card
ORD-02124,CUST-0042,2024-11-15,Marketplace,Credit Card
ORD-02125,CUST-0110,2025-05-03,Online,PayPal
ORD-02126,CUST-0343,2024-06-21,Online,Cash
ORD-02127,CUST-0522,2024-09-01,Phone Order,Credit Card
ORD-02128,CUST-0061,2025-03-16,Online,Debit Card
ORD-02129,CUST-0605,2025-02-25,Marketplace,Credit Card
ORD-02130,CUST-0262,2025-10-25,In-Store,Credit Card
ORD-02131,CUST-0132,2025-08-13,Online,Debit Card
ORD-02132,CUST-0237,2024-09-12,In-Store,PayPal
ORD-02133,CUST-0110,2024-12-15,Online,Credit Card
ORD-02134,CUST-0150,2024-07-30,Online,Credit Card
ORD-02135,CUST-0444,2025-04-19,Online,PayPal
ORD-02136,CUST-0015,2025-04-29,Marketplace,Debit Card
ORD-02137,CUST-0489,2025-02-03,Online,Credit Card
ORD-02138,CUST-0565,2025-06-05,In-Store,Credit Card
ORD-02139,CUST-0279,2025-11-05,In-Store,Credit Card
ORD-02140,CUST-0251,2025-11-15,Phone Order,Cash
ORD-02141,CUST-0021,2024-12-01,Marketplace,PayPal
ORD-02142,CUST-0436,2024-09-14,In-Store,Credit Card
ORD-02143,CUST-0579,2025-07-31,Online,Credit Card
ORD-02144,CUST-0546,2024-12-07,In-Store,Credit Card
ORD-02145,CUST-0210,2025-04-23,Online,Gift Card
ORD-02146,CUST-0139,2024-08-14,In-Store,Credit Card
ORD-02147,CUST-0124,2024-10-14,In-Store,Cash
ORD-02148,CUST-0247,2024-02-15,In-Store,Credit Card
ORD-02149,CUST-0502,2024-08-09,Marketplace,Cash
ORD-02150,CUST-0285,2024-01-01,Online,Credit Card
ORD-02151,CUST-0022,2025-11-14,Online,Credit Card
ORD-02152,CUST-0215,2024-07-21,Online,Credit Card
ORD-02153,CUST-0307,2025-12-04,Online,PayPal
ORD-02154,CUST-0162,2024-08-04,Online,Credit Card
ORD-02155,CUST-0544,2025-08-28,Marketplace,Cash
ORD-02156,CUST-0267,2025-09-12,Online,PayPal
ORD-02157,CUST-0130,2024-02-25,Online,PayPal
ORD-02158,CUST-0052,2025-06-04,Marketplace,Debit Card
ORD-02159,CUST-0551,2024-04-05,Online,Credit Card
ORD-02160,CUST-0211,2024-05-23,Marketplace,Credit Card
ORD-02161,CUST-0330,2025-04-16,Online,Credit Card
ORD-02162,CUST-0331,2024-06-17,Marketplace,PayPal
ORD-02163,CUST-0552,2025-10-25,Online,PayPal
ORD-02164,CUST-0300,2024-09-24,Online,Debit Card
ORD-02165,CUST-0503,2025-06-18,Marketplace,Credit Card
ORD-02166,CUST-0044,2024-11-17,Online,Credit Card
ORD-02167,CUST-0354,2025-10-13,Online,Credit Card
ORD-02168,CUST-0276,2025-06-07,Online,Credit Card
ORD-02169,CUST-0041,2025-10-02,Online,Credit Card
ORD-02170,CUST-0364,2024-01-18,Marketplace,PayPal
ORD-02171,CUST-0542,2024-01-06,Online,PayPal
ORD-02172,CUST-0159,2025-11-20,Online,PayPal
ORD-02173,CUST-0418,2024-10-31,Online,Credit Card
ORD-02174,CUST-0318,2024-09-14,Online,Cash
ORD-02175,CUST-0235,2025-11-22,Online,Debit Card
ORD-02176,CUST-0024,2025-11-15,Online,Credit Card
ORD-02177,CUST-0024,2024-08-19,In-Store,Credit Card
ORD-02178,CUST-0477,2025-09-16,Marketplace,Credit Card
ORD-02179,CUST-0364,2024-07-17,Marketplace,Credit Card
ORD-02180,CUST-0097,2025-12-29,In-Store,Debit Card
ORD-02181,CUST-0138,2025-02-18,In-Store,Gift Card
ORD-02182,CUST-0086,2025-09-18,Marketplace,Debit Card
ORD-02183,CUST-0031,2025-08-23,Online,PayPal
ORD-02184,CUST-0014,2024-09-07,In-Store,Credit Card
ORD-02185,CUST-0426,2024-01-04,Marketplace,PayPal
ORD-02186,CUST-0127,2025-06-22,In-Store,Debit Card
ORD-02187,CUST-0489,2024-12-17,Marketplace,Debit Card
ORD-02188,CUST-0282,2024-12-09,Online,Credit Card
ORD-02189,CUST-0302,2024-05-13,In-Store,Credit Card
ORD-02190,CUST-0048,2025-06-15,In-Store,Credit Card
ORD-02191,CUST-0198,2024-02-26,In-Store,Credit Card
ORD-02192,CUST-0467,2024-03-15,Online,PayPal
ORD-02193,CUST-0349,2024-12-30,Online,Credit Card
ORD-02194,CUST-0147,2025-09-28,Online,Debit Card
ORD-02195,CUST-0312,2025-07-21,Online,Debit Card
ORD-02196,CUST-0542,2024-05-19,Online,Credit Card
ORD-02197,CUST-0019,2025-09-12,Marketplace,Debit Card
ORD-02198,CUST-0613,2025-12-24,In-Store,Cash
ORD-02199,CUST-0620,2025-09-06,In-Store,Debit Card
ORD-02200,CUST-0255,2024-05-30,Online,Credit Card
ORD-02201,CUST-0200,2024-06-28,Marketplace,Credit Card
ORD-02202,CUST-0418,2025-09-29,In-Store,Gift Card
ORD-02203,CUST-0453,2024-06-27,In-Store,Credit Card
ORD-02204,CUST-0018,2024-10-18,Marketplace,Cash
ORD-02205,CUST-0558,2025-11-23,Online,Debit Card
ORD-02206,CUST-0417,2025-10-07,Online,PayPal
ORD-02207,CUST-0150,2024-07-13,Marketplace,Credit Card
ORD-02208,CUST-0153,2024-09-03,In-Store,PayPal
ORD-02209,CUST-0527,2025-03-20,In-Store,Cash
ORD-02210,CUST-0198,2025-09-18,Online,Gift Card
ORD-02211,CUST-0330,2024-02-25,Online,PayPal
ORD-02212,CUST-0287,2024-10-03,Online,Debit Card
ORD-02213,CUST-0413,2025-02-25,In-Store,Debit Card
ORD-02214,CUST-0394,2024-02-18,Phone Order,Debit Card
ORD-02215,CUST-0136,2024-11-17,Online,Cash
ORD-02216,CUST-0558,2024-03-22,Online,Credit Card
ORD-02217,CUST-0479,2025-05-22,In-Store,Gift Card
ORD-02218,CUST-0607,2024-02-20,In-Store,Credit Card
ORD-02219,CUST-0442,2024-10-09,Online,Credit Card
ORD-02220,CUST-0475,2025-05-26,In-Store,Credit Card
ORD-02221,CUST-0504,2025-08-26,In-Store,Credit Card
ORD-02222,CUST-0504,2025-12-04,In-Store,Credit Card
ORD-02223,CUST-0182,2025-07-10,In-Store,Credit Card
ORD-02224,CUST-0024,2025-05-19,Marketplace,Debit Card
ORD-02225,CUST-0415,2025-06-14,Marketplace,Credit Card
ORD-02226,CUST-0164,2024-03-29,Phone Order,Debit Card
ORD-02227,CUST-0415,2025-08-06,Online,Credit Card
ORD-02228,CUST-0468,2025-08-31,Phone Order,Debit Card
ORD-02229,CUST-0017,2024-06-11,Online,Cash
ORD-02230,CUST-0257,2025-06-03,Phone Order,Debit Card
ORD-02231,CUST-0087,2024-10-17,Online,Debit Card
ORD-02232,CUST-0184,2024-08-28,Marketplace,Credit Card
ORD-02233,CUST-0282,2025-01-24,Marketplace,Gift Card
ORD-02234,CUST-0545,2025-05-19,Online,Credit Card
ORD-02235,CUST-0328,2025-06-12,In-Store,Debit Card
ORD-02236,CUST-0054,2025-12-13,Online,Credit Card
ORD-02237,CUST-0287,2025-07-08,Online,PayPal
ORD-02238,CUST-0302,2024-07-09,In-Store,Debit Card
ORD-02239,CUST-0401,2024-08-15,Marketplace,Credit Card
ORD-02240,CUST-0495,2024-07-01,Marketplace,Credit Card
ORD-02241,CUST-0227,2025-12-12,Online,Debit Card
ORD-02242,CUST-0502,2025-06-15,Online,Credit Card
ORD-02243,CUST-0123,2025-11-22,Marketplace,PayPal
ORD-02244,CUST-0496,2024-06-17,Online,Debit Card
ORD-02245,CUST-0111,2024-11-30,Marketplace,Credit Card
ORD-02246,CUST-0430,2025-05-02,In-Store,Cash
ORD-02247,CUST-0047,2024-01-17,Phone Order,Credit Card
ORD-02248,CUST-0393,2025-09-22,In-Store,Gift Card
ORD-02249,CUST-0527,2025-06-23,In-Store,PayPal
ORD-02250,CUST-0427,2024-02-29,Phone Order,Cash
ORD-02251,CUST-0142,2025-05-19,In-Store,Debit Card
ORD-02252,CUST-0515,2024-05-11,Online,Debit Card
ORD-02253,CUST-0341,2024-01-27,Online,Cash
ORD-02254,CUST-0119,2024-11-29,Marketplace,Credit Card
ORD-02255,CUST-0436,2025-07-22,In-Store,PayPal
ORD-02256,CUST-0503,2024-05-27,In-Store,Cash
ORD-02257,CUST-0172,2025-01-12,Online,Cash
ORD-02258,CUST-0557,2024-04-18,In-Store,Credit Card
ORD-02259,CUST-0008,2025-10-03,Online,Credit Card
ORD-02260,CUST-0567,2025-04-19,Online,Debit Card
ORD-02261,CUST-0372,2025-07-29,In-Store,Credit Card
ORD-02262,CUST-0465,2025-01-26,Marketplace,Debit Card
ORD-02263,CUST-0221,2024-07-22,Online,PayPal
ORD-02264,CUST-0030,2024-11-29,Online,Credit Card
ORD-02265,CUST-0567,2025-07-17,Online,Cash
ORD-02266,CUST-0328,2025-07-23,Phone Order,Credit Card
ORD-02267,CUST-0505,2024-08-12,Online,Credit Card
ORD-02268,CUST-0260,2025-08-14,Marketplace,PayPal
ORD-02269,CUST-0450,2024-01-03,Online,Credit Card
ORD-02270,CUST-0611,2025-04-24,Marketplace,Cash
ORD-02271,CUST-0153,2024-01-29,Marketplace,PayPal
ORD-02272,CUST-0056,2025-07-15,Online,Credit Card
ORD-02273,CUST-0477,2025-06-15,In-Store,Cash
ORD-02274,CUST-0366,2024-07-08,Online,Debit Card
ORD-02275,CUST-0587,2025-08-10,Online,Credit Card
ORD-02276,CUST-0096,2024-01-24,Marketplace,Debit Card
ORD-02277,CUST-0357,2025-11-10,Online,Credit Card
ORD-02278,CUST-0006,2025-08-13,Online,Credit Card
ORD-02279,CUST-0118,2024-05-28,Online,Debit Card
ORD-02280,CUST-0055,2024-04-27,In-Store,PayPal
ORD-02281,CUST-0186,2024-02-12,Online,PayPal
ORD-02282,CUST-0203,2025-09-29,In-Store,Credit Card
ORD-02283,CUST-0309,2025-06-17,Online,PayPal
ORD-02284,CUST-0144,2024-12-11,Marketplace,Debit Card
ORD-02285,CUST-0199,2025-12-18,Marketplace,Gift Card
ORD-02286,CUST-0220,2025-11-13,In-Store,Credit Card
ORD-02287,CUST-0368,2025-07-16,Online,Credit Card
ORD-02288,CUST-0160,2024-01-27,Online,Credit Card
ORD-02289,CUST-0237,2025-07-24,In-Store,Credit Card
ORD-02290,CUST-0023,2025-02-26,Online,Credit Card
ORD-02291,CUST-0008,2024-08-15,In-Store,Cash
ORD-02292,CUST-0416,2025-05-23,In-Store,PayPal
ORD-02293,CUST-0357,2025-01-15,Online,PayPal
ORD-02294,CUST-0126,2024-02-09,Online,PayPal
ORD-02295,CUST-0558,2024-01-14,In-Store,PayPal
ORD-02296,CUST-0521,2024-02-13,Online,Credit Card
ORD-02297,CUST-0049,2024-10-21,Online,Debit Card
ORD-02298,CUST-0117,2025-12-21,Online,Credit Card
ORD-02299,CUST-0611,2024-09-16,In-Store,Credit Card
ORD-02300,CUST-0161,2025-03-26,Marketplace,PayPal
ORD-02301,CUST-0033,2024-02-28,Phone Order,Credit Card
ORD-02302,CUST-0458,2025-08-25,In-Store,Credit Card
ORD-02303,CUST-0277,2025-08-10,Online,Credit Card
ORD-02304,CUST-0405,2025-09-12,In-Store,Debit Card
ORD-02305,CUST-0124,2025-02-28,Online,Debit Card
ORD-02306,CUST-0051,2025-05-11,In-Store,Credit Card
ORD-02307,CUST-0216,2025-12-06,Phone Order,Debit Card
ORD-02308,CUST-0271,2024-06-18,Marketplace,PayPal
ORD-02309,CUST-0029,2025-10-07,Marketplace,Debit Card
ORD-02310,CUST-0086,2024-08-28,Online,PayPal
ORD-02311,CUST-0115,2024-03-26,Phone Order,Gift Card
ORD-02312,CUST-0560,2025-02-12,Marketplace,Credit Card
ORD-02313,CUST-0365,2025-06-18,In-Store,Cash
ORD-02314,CUST-0027,2024-09-22,In-Store,Credit Card
ORD-02315,CUST-0307,2025-09-01,Online,PayPal
ORD-02316,CUST-0170,2025-09-06,In-Store,Debit Card
ORD-02317,CUST-0489,2025-11-11,In-Store,Credit Card
ORD-02318,CUST-0116,2024-12-29,Online,Debit Card
ORD-02319,CUST-0230,2024-12-07,In-Store,Credit Card
ORD-02320,CUST-0432,2025-12-19,In-Store,PayPal
ORD-02321,CUST-0524,2024-11-15,Online,Credit Card
ORD-02322,CUST-0365,2025-08-16,Marketplace,PayPal
ORD-02323,CUST-0273,2025-07-01,Online,PayPal
ORD-02324,CUST-0265,2025-02-08,In-Store,Gift Card
ORD-02325,CUST-0116,2025-08-23,Marketplace,Gift Card
ORD-02326,CUST-0168,2024-07-28,In-Store,Credit Card
ORD-02327,CUST-0192,2024-09-11,Online,Credit Card
ORD-02328,CUST-0286,2024-11-05,In-Store,Credit Card
ORD-02329,CUST-0581,2025-03-02,Online,Credit Card
ORD-02330,CUST-0560,2025-10-07,Online,Debit Card
ORD-02331,CUST-0335,2025-09-29,Online,Credit Card
ORD-02332,CUST-0596,2025-02-09,In-Store,Debit Card
ORD-02333,CUST-0603,2024-09-24,Phone Order,PayPal
ORD-02334,CUST-0185,2024-02-29,Marketplace,PayPal
ORD-02335,CUST-0569,2025-02-08,Online,Credit Card
ORD-02336,CUST-0058,2025-01-23,In-Store,Credit Card
ORD-02337,CUST-0184,2024-02-18,Online,Credit Card
ORD-02338,CUST-0510,2025-02-24,Online,PayPal
ORD-02339,CUST-0323,2025-03-09,Marketplace,Debit Card
ORD-02340,CUST-0227,2024-07-15,Marketplace,PayPal
ORD-02341,CUST-0265,2025-02-18,Marketplace,PayPal
ORD-02342,CUST-0055,2024-01-10,In-Store,Debit Card
ORD-02343,CUST-0186,2025-04-07,Online,Cash
ORD-02344,CUST-0103,2024-04-04,Online,Gift Card
ORD-02345,CUST-0550,2024-01-16,Online,Debit Card
ORD-02346,CUST-0280,2025-04-01,Online,PayPal
ORD-02347,CUST-0235,2025-05-05,Online,Credit Card
ORD-02348,CUST-0272,2025-06-10,Online,Credit Card
ORD-02349,CUST-0440,2024-09-17,Online,Credit Card
ORD-02350,CUST-0199,2024-06-06,Phone Order,Gift Card
ORD-02351,CUST-0087,2025-04-06,Online,PayPal
ORD-02352,CUST-0552,2025-01-23,In-Store,PayPal
ORD-02353,CUST-0043,2024-09-18,Online,Debit Card
ORD-02354,CUST-0333,2025-07-12,In-Store,Credit Card
